Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z,Temperature
900,-408,16770,49,41,28,243
884,-416,16808,65,30,43,243
874,-430,16796,63,36,35,243
884,-430,16812,60,33,34,243
870,-402,16766,64,30,39,244
908,-422,16750,67,22,36,243
882,-398,16798,60,1,39,243
886,-420,16840,67,31,30,243
888,-422,16788,57,35,32,243
884,-444,16776,60,35,34,243
900,-426,16796,66,32,35,243
850,-438,16854,55,28,33,243
914,-422,16800,57,29,34,243
904,-410,16770,73,32,40,243
870,-416,16798,57,31,37,243
886,-420,16822,64,35,32,243
900,-388,16794,63,34,32,243
922,-380,16770,56,25,33,244
890,-398,16804,61,30,37,244
870,-418,16850,67,25,43,243
882,-420,16782,60,33,42,243
906,-408,16820,64,28,34,243
878,-386,16808,64,23,46,243
884,-408,16844,55,24,41,243
900,-422,16818,65,28,37,243
892,-408,16800,64,33,31,243
866,-396,16806,67,39,36,244
870,-400,16830,60,35,33,243
880,-442,16814,66,34,33,243
902,-416,16782,71,34,46,243
876,-400,16828,63,33,40,243
874,-402,16854,50,21,45,243
888,-408,16784,68,27,34,243
888,-422,16800,68,21,29,243
884,-428,16814,57,23,41,243
890,-412,16796,63,31,36,243
890,-408,16776,68,32,39,243
878,-394,16776,59,25,37,243
866,-430,16814,55,30,39,243
890,-420,16816,65,31,32,243
874,-412,16778,68,33,32,243
878,-406,16784,64,23,32,243
888,-412,16820,62,20,33,243
884,-424,16828,61,28,37,243
884,-420,16786,60,38,46,244
876,-414,16782,53,32,49,243
886,-414,16814,59,29,39,243
886,-430,16804,59,29,28,243
878,-452,16796,61,22,42,243
886,-414,16786,71,30,42,243
884,-402,16822,61,23,28,243
898,-414,16838,64,32,43,243
894,-430,16782,65,33,30,243
890,-422,16778,57,34,46,243
908,-422,16804,68,26,35,243
896,-414,16828,60,29,46,243
878,-392,16812,62,34,39,243
878,-408,16806,67,39,42,243
878,-414,16804,53,22,35,243
852,-404,16832,63,32,37,243
896,-430,16796,68,24,40,243
880,-424,16792,63,26,40,243
916,-434,16820,62,26,34,243
866,-414,16834,57,33,34,243
888,-408,16804,60,25,39,243
884,-416,16772,75,24,39,243
900,-446,16806,61,36,39,244
894,-426,16836,66,39,39,243
900,-404,16778,71,38,40,243
878,-430,16792,67,35,41,243
908,-422,16800,63,31,41,243
856,-414,16794,52,28,39,243
874,-408,16782,60,25,44,243
878,-394,16770,55,28,32,243
894,-428,16798,59,28,35,243
894,-428,16814,55,23,34,243
906,-424,16790,67,23,32,243
886,-420,16790,50,26,37,243
878,-416,16818,53,26,42,243
896,-412,16818,63,30,37,243
864,-420,16814,62,33,34,243
898,-430,16778,63,32,37,243
874,-414,16834,70,26,37,243
854,-416,16836,67,27,39,243
878,-438,16778,63,30,38,243
888,-414,16790,64,32,39,243
880,-426,16814,64,37,43,243
884,-410,16824,64,31,30,243
896,-392,16808,56,28,34,243
880,-376,16770,52,26,42,243
906,-406,16784,66,32,39,243
880,-416,16822,60,17,33,243
870,-404,16770,53,25,39,243
876,-406,16802,60,33,39,243
906,-432,16850,61,34,33,243
898,-426,16842,55,25,32,243
884,-402,16768,58,28,29,243
880,-422,16806,71,34,36,243
870,-416,16810,62,32,32,243
876,-412,16820,60,28,34,243
888,-382,16792,68,28,30,243
888,-394,16778,66,39,37,243
892,-420,16814,73,27,37,243
894,-424,16784,60,33,32,243
872,-424,16796,53,21,37,243
864,-402,16796,60,25,43,243
894,-422,16792,60,24,46,243
904,-416,16850,62,16,39,243
874,-404,16800,66,21,45,243
896,-400,16800,66,25,34,243
882,-410,16830,58,38,39,243
874,-402,16834,69,32,37,243
888,-416,16800,58,31,39,243
872,-430,16772,71,35,41,243
880,-380,16824,56,28,38,243
878,-402,16834,65,31,33,243
890,-396,16782,62,27,31,243
890,-400,16778,53,25,35,243
872,-408,16814,58,22,37,243
864,-412,16806,55,31,29,243
886,-436,16778,62,30,39,243
890,-410,16808,67,20,39,243
880,-424,16800,53,37,40,243
878,-418,16824,57,33,46,243
892,-414,16804,71,32,37,243
872,-388,16792,57,36,38,243
874,-444,16810,62,27,35,243
892,-402,16820,65,30,36,243
888,-412,16754,66,32,39,243
892,-402,16798,57,40,42,244
878,-422,16806,60,27,39,243
882,-442,16808,65,21,32,243
896,-404,16782,72,31,37,243
886,-430,16764,62,25,46,243
884,-392,16822,64,21,44,243
870,-418,16802,56,21,40,243
886,-400,16810,55,21,44,243
918,-416,16796,64,25,42,243
874,-386,16820,59,36,43,243
880,-396,16834,72,35,39,243
902,-428,16778,54,32,38,244
908,-400,16784,59,31,46,243
890,-408,16804,64,28,48,243
872,-418,16828,65,33,41,243
878,-416,16782,63,25,37,243
888,-416,16784,63,25,38,243
886,-416,16812,64,31,36,243
882,-386,16828,67,21,30,243
878,-416,16798,64,27,27,243
890,-416,16800,60,26,37,243
884,-394,16798,62,21,31,243
886,-412,16848,66,30,35,243
870,-410,16784,62,28,32,243
896,-432,16778,58,36,39,243
896,-400,16790,56,28,49,243
870,-408,16812,59,42,39,243
878,-450,16770,60,25,25,243
900,-424,16806,60,27,36,243
900,-430,16816,63,34,37,243
904,-414,16816,66,32,40,243
900,-420,16804,64,25,40,243
874,-412,16792,64,21,35,243
882,-434,16800,62,25,37,243
898,-408,16836,53,21,42,243
898,-422,16764,61,29,35,243
876,-418,16800,59,38,39,243
870,-430,16822,71,33,28,243
902,-388,16828,60,28,41,243
862,-408,16798,64,33,39,243
876,-414,16802,68,36,32,243
858,-416,16828,62,26,39,243
864,-406,16806,70,25,29,243
858,-402,16774,59,35,35,243
914,-422,16796,62,24,35,243
892,-432,16810,69,12,39,243
864,-436,16820,56,13,35,243
870,-434,16764,60,25,41,243
890,-436,16768,64,33,41,243
884,-408,16818,65,29,35,243
892,-410,16822,57,25,44,243
890,-404,16766,66,32,24,243
862,-406,16806,62,35,36,243
878,-430,16820,62,42,33,243
878,-450,16848,63,25,30,243
914,-398,16774,67,20,38,243
886,-412,16750,62,31,39,243
876,-430,16806,56,20,40,243
886,-406,16816,60,32,49,243
874,-426,16772,60,21,30,243
912,-400,16796,59,23,35,243
866,-402,16830,64,20,28,243
858,-400,16824,59,31,36,243
850,-410,16778,66,34,44,243
880,-422,16808,70,32,36,243
880,-396,16784,60,29,39,243
886,-416,16828,60,26,39,243
892,-408,16808,62,29,39,243
902,-418,16808,60,26,42,243
900,-418,16828,76,34,35,243
888,-412,16816,65,25,32,243
894,-378,16752,65,28,47,243
894,-418,16796,61,25,30,243
890,-408,16818,66,25,34,243
884,-414,16842,51,33,37,243
886,-408,16802,57,23,23,243
888,-404,16792,68,26,34,243
884,-422,16804,64,28,37,243
900,-436,16820,62,31,37,243
890,-386,16802,65,32,38,243
860,-410,16800,60,26,30,243
892,-398,16822,67,32,49,243
870,-394,16816,67,28,32,243
870,-412,16770,55,34,25,243
870,-430,16774,65,27,39,243
860,-418,16798,59,25,29,243
874,-398,16820,57,25,28,243
886,-408,16784,60,28,41,243
878,-428,16778,67,25,46,243
856,-414,16814,57,24,40,243
872,-400,16814,64,30,34,243
864,-424,16812,59,32,34,243
884,-400,16764,61,21,35,243
886,-420,16824,61,28,34,243
902,-408,16838,67,32,36,243
894,-410,16802,56,36,41,243
888,-428,16770,60,35,35,243
884,-450,16804,63,20,28,243
890,-408,16820,67,20,35,243
892,-416,16782,65,17,41,243
892,-404,16794,60,30,32,243
862,-440,16820,63,31,31,243
900,-416,16856,59,28,34,243
896,-424,16796,57,36,33,243
890,-402,16786,60,32,35,243
888,-430,16824,68,35,35,243
874,-428,16834,67,33,42,243
874,-444,16748,71,29,42,243
874,-398,16788,56,28,32,243
892,-388,16814,75,28,34,243
878,-406,16828,58,29,33,243
862,-414,16780,58,27,39,243
864,-424,16784,71,31,31,243
896,-422,16818,56,39,31,243
872,-410,16834,58,23,31,243
892,-432,16770,56,23,28,243
872,-430,16808,61,20,35,243
884,-408,16836,71,25,33,244
876,-408,16812,63,28,32,243
870,-430,16804,68,30,38,243
880,-416,16804,63,34,38,243
876,-422,16848,57,32,40,243
888,-406,16846,52,31,39,243
876,-416,16810,64,31,35,243
874,-424,16812,58,29,31,243
892,-408,16802,62,30,41,243
892,-424,16824,66,32,41,243
888,-418,16790,69,25,28,243
876,-408,16784,68,34,36,243
876,-384,16816,74,21,33,243
890,-408,16830,64,28,32,243
880,-412,16802,60,35,40,243
884,-406,16782,60,29,36,243
906,-436,16806,61,29,35,243
878,-420,16854,63,25,36,243
860,-422,16804,58,27,42,243
910,-434,16776,59,24,35,243
876,-406,16818,59,33,30,243
884,-420,16820,69,36,35,243
876,-430,16786,65,32,39,243
894,-424,16762,61,28,42,243
904,-432,16818,53,27,35,244
882,-398,16848,68,36,36,243
876,-440,16796,66,32,32,243
878,-436,16772,67,29,36,243
886,-434,16804,64,24,36,243
898,-408,16800,67,17,36,243
864,-408,16774,60,26,42,243
874,-422,16788,62,34,29,243
902,-430,16830,60,34,28,243
900,-392,16792,67,35,29,243
892,-404,16810,59,29,31,244
884,-428,16792,56,23,34,243
876,-400,16786,65,35,32,243
894,-438,16826,64,32,33,243
882,-420,16792,64,29,41,243
872,-402,16794,66,28,32,243
872,-416,16828,61,26,35,243
874,-418,16820,53,19,34,243
890,-422,16782,62,18,36,243
892,-408,16814,70,32,33,243
870,-442,16846,64,27,40,243
896,-414,16826,67,26,40,243
890,-416,16792,60,25,28,243
876,-418,16784,65,32,35,243
864,-390,16814,66,29,36,243
878,-414,16820,60,31,35,243
914,-430,16814,64,39,35,243
892,-416,16780,57,28,36,243
870,-398,16802,57,25,39,243
860,-416,16826,56,32,38,243
886,-404,16792,64,23,32,243
864,-418,16772,65,27,33,243
884,-424,16814,61,21,35,243
876,-408,16814,60,26,39,243
900,-416,16782,64,21,39,243
888,-420,16754,58,26,30,243
876,-418,16820,62,33,33,243
914,-400,16814,62,37,44,243
894,-438,16760,61,42,39,243
890,-410,16792,54,34,42,243
884,-418,16822,58,33,40,243
898,-412,16812,63,32,39,243
882,-416,16768,58,24,39,243
884,-396,16776,65,27,39,243
870,-408,16778,60,29,34,243
884,-448,16830,69,28,36,243
890,-436,16780,63,20,28,243
884,-394,16778,59,28,27,244
892,-422,16812,58,28,38,243
864,-408,16828,63,28,42,243
892,-402,16758,60,35,29,243
884,-400,16792,64,31,37,243
886,-408,16820,69,29,32,243
878,-412,16816,62,27,45,243
872,-416,16788,65,32,50,243
882,-410,16798,66,37,38,243
878,-418,16816,60,35,36,243
892,-420,16818,67,32,42,243
878,-434,16768,53,23,31,243
898,-404,16792,60,19,32,243
870,-416,16828,58,28,35,243
868,-422,16824,67,33,39,243
892,-408,16784,68,27,40,243
900,-400,16812,60,31,33,243
878,-392,16812,52,22,34,243
882,-420,16826,60,27,38,243
874,-402,16782,63,31,31,243
884,-420,16770,64,33,38,243
896,-436,16814,64,39,40,243
894,-422,16830,69,26,35,243
878,-412,16766,54,13,34,243
888,-410,16790,58,28,32,243
870,-438,16804,60,30,32,243
878,-416,16814,64,33,30,243
904,-428,16792,63,39,39,243
910,-420,16776,60,32,33,244
892,-394,16810,58,21,40,243
876,-430,16826,57,19,34,243
882,-420,16794,67,31,35,243
880,-444,16784,67,34,33,243
878,-424,16806,64,32,39,243
866,-398,16810,56,26,47,243
878,-410,16788,54,25,32,243
862,-404,16788,64,22,30,243
882,-400,16792,61,21,28,243
868,-394,16800,74,23,40,243
868,-422,16778,59,24,34,243
888,-414,16800,59,20,35,243
896,-432,16762,63,25,37,243
886,-422,16832,61,19,34,244
884,-384,16804,62,19,36,243
874,-396,16792,67,30,42,244
876,-432,16812,66,27,39,243
862,-394,16822,68,31,39,243
892,-440,16796,58,28,42,243
892,-412,16798,64,21,39,243
872,-418,16802,60,26,35,243
868,-394,16804,61,33,35,243
886,-434,16774,64,27,40,243
874,-432,16794,65,28,40,243
856,-450,16820,57,32,35,243
884,-408,16830,60,25,41,243
878,-426,16792,67,24,33,243
882,-424,16774,71,23,37,243
864,-406,16822,67,33,39,243
872,-402,16812,64,35,38,243
860,-408,16782,64,27,35,243
900,-432,16806,59,19,31,243
862,-436,16808,67,31,35,243
870,-458,16814,66,33,33,243
878,-434,16784,64,29,32,243
870,-440,16778,75,28,36,243
866,-406,16822,68,25,44,243
870,-410,16814,58,31,40,243
894,-420,16808,66,29,31,243
890,-424,16770,67,28,23,243
878,-410,16840,58,32,38,243
900,-410,16814,67,30,32,243
902,-400,16780,64,25,38,243
878,-414,16784,55,25,35,243
880,-400,16800,60,25,32,243
874,-400,16830,64,31,37,243
868,-430,16786,56,21,39,243
878,-432,16786,65,28,34,243
880,-406,16796,64,28,40,243
882,-418,16808,66,30,43,243
922,-450,16800,67,28,32,244
886,-412,16798,55,37,26,243
842,-392,16830,60,27,32,243
876,-416,16856,62,29,34,243
892,-418,16758,60,21,43,243
860,-412,16796,61,32,46,243
868,-402,16816,55,35,34,243
884,-418,16828,51,30,33,243
906,-414,16796,64,28,36,243
894,-434,16790,63,27,33,243
884,-422,16802,57,23,32,243
914,-416,16820,67,27,39,243
886,-394,16774,60,33,29,243
866,-422,16804,60,29,32,243
892,-404,16806,64,30,37,243
882,-404,16834,61,36,29,243
886,-424,16750,58,27,32,243
892,-410,16792,53,32,34,243
892,-428,16812,67,28,37,243
872,-436,16828,54,25,32,243
896,-402,16792,64,25,31,243
870,-428,16800,57,25,45,243
864,-428,16830,68,23,33,243
888,-412,16828,61,25,35,243
882,-420,16780,61,31,33,243
882,-416,16784,63,28,40,243
882,-400,16824,63,31,37,243
872,-444,16812,67,42,28,243
870,-400,16784,63,36,40,243
898,-398,16790,58,27,37,243
900,-412,16804,64,27,33,243
870,-430,16828,63,30,44,243
868,-416,16810,61,21,32,243
878,-410,16784,62,26,33,243
892,-416,16802,67,19,37,243
906,-414,16820,68,21,36,243
904,-434,16792,55,34,40,243
890,-418,16812,60,36,45,243
878,-428,16800,61,29,28,243
888,-406,16820,59,29,34,243
894,-422,16792,52,28,38,243
892,-424,16788,58,24,32,243
862,-426,16798,65,25,28,243
898,-404,16834,60,32,30,243
878,-420,16772,59,23,35,243
878,-430,16800,57,32,36,243
874,-414,16794,64,28,33,243
892,-394,16806,61,25,32,243
908,-408,16798,60,25,32,243
862,-406,16778,58,32,41,243
884,-422,16820,63,28,41,243
880,-408,16786,64,24,46,243
892,-436,16806,59,19,36,243
850,-440,16788,57,28,35,243
884,-426,16816,61,33,39,243
872,-438,16842,64,19,42,243
900,-426,16738,59,29,35,243
880,-402,16772,62,25,39,243
892,-426,16828,66,28,32,243
872,-394,16836,64,32,39,243
882,-428,16788,57,31,32,243
870,-416,16792,56,25,39,243
882,-406,16828,64,22,43,243
892,-420,16828,68,32,39,243
894,-412,16800,63,36,46,243
890,-426,16786,62,33,21,243
908,-422,16820,60,41,28,244
888,-422,16830,71,28,51,243
906,-404,16790,64,27,42,243
910,-404,16794,58,33,42,243
892,-408,16794,59,27,26,243
892,-396,16804,68,18,29,244
876,-406,16806,64,13,41,243
902,-404,16802,69,33,31,243
906,-416,16814,65,19,31,243
884,-410,16806,71,28,35,243
886,-408,16762,66,28,31,243
876,-394,16790,64,35,34,243
896,-416,16810,60,38,36,243
864,-418,16818,65,27,39,243
894,-404,16792,70,36,35,243
870,-422,16778,59,30,40,244
876,-424,16800,60,28,34,244
896,-374,16820,61,21,43,243
882,-434,16786,64,28,36,243
894,-398,16794,64,32,35,244
894,-416,16814,61,29,37,243
880,-394,16834,57,32,34,243
890,-418,16780,64,33,39,243
874,-430,16796,64,20,39,243
878,-416,16828,62,35,46,243
870,-450,16830,71,34,39,243
896,-404,16782,59,29,33,243
870,-436,16772,62,28,24,243
880,-436,16820,62,21,30,243
878,-424,16834,58,25,41,243
880,-430,16784,64,27,32,243
878,-436,16774,63,28,38,243
874,-414,16808,69,32,37,243
880,-402,16836,56,34,32,243
870,-432,16812,68,19,38,243
864,-402,16768,57,31,41,243
870,-408,16818,76,23,32,243
868,-426,16820,63,31,38,243
892,-420,16764,72,35,36,243
900,-408,16776,63,30,31,243
864,-422,16820,65,24,36,243
878,-430,16828,72,33,41,243
898,-428,16766,67,32,39,243
874,-422,16802,64,31,29,243
904,-426,16802,61,25,43,243
878,-406,16834,58,24,37,243
860,-414,16778,64,32,27,243
900,-412,16806,62,26,39,243
878,-446,16792,65,35,39,243
872,-430,16786,60,25,35,243
906,-388,16792,60,25,37,243
892,-408,16786,60,21,34,243
892,-400,16846,71,31,39,243
884,-428,16838,57,30,36,243
880,-422,16774,66,28,43,243
908,-448,16810,54,21,27,243
898,-404,16826,63,20,40,243
892,-416,16814,60,21,39,243
878,-412,16778,65,21,37,243
870,-430,16784,62,32,34,243
864,-418,16798,63,32,29,243
874,-418,16834,67,28,37,243
880,-412,16770,57,25,35,243
872,-406,16792,62,30,35,243
878,-426,16820,59,29,29,243
866,-422,16814,56,14,35,243
892,-400,16770,71,27,33,243
880,-418,16804,60,28,35,243
864,-422,16814,53,27,38,243
870,-414,16828,64,26,42,243
884,-430,16774,64,30,34,243
892,-378,16792,54,27,28,243
878,-400,16822,60,28,41,243
906,-398,16828,61,23,42,243
890,-416,16768,73,26,35,243
882,-424,16790,64,18,35,243
864,-422,16800,63,24,35,243
894,-414,16816,63,32,39,243
882,-404,16762,64,34,38,243
864,-418,16776,55,33,34,243
896,-424,16798,72,26,45,243
882,-430,16824,59,31,37,243
902,-416,16778,63,27,36,243
862,-420,16768,64,19,47,243
882,-416,16786,73,27,42,243
888,-426,16808,72,32,50,243
884,-400,16774,67,31,31,243
876,-422,16788,60,24,37,243
880,-414,16820,65,31,35,243
872,-446,16830,54,28,28,243
884,-410,16780,58,31,52,243
858,-400,16820,67,32,37,244
872,-416,16814,70,37,32,243
870,-436,16824,61,20,34,243
890,-406,16792,63,15,29,243
868,-410,16798,58,28,40,243
860,-412,16820,66,34,44,243
892,-390,16840,63,32,39,243
898,-408,16792,59,30,32,243
874,-412,16808,70,28,36,243
896,-420,16816,73,24,39,243
882,-410,16822,69,32,44,243
880,-422,16766,64,29,30,243
886,-424,16790,60,35,34,243
886,-404,16806,53,26,36,243
884,-414,16822,67,32,42,243
878,-430,16810,64,27,27,243
912,-396,16824,66,30,43,243
886,-410,16806,61,24,39,243
894,-416,16810,60,32,39,243
888,-402,16778,69,32,39,243
886,-412,16790,69,27,32,243
878,-444,16834,60,31,44,243
874,-400,16820,70,29,32,243
886,-416,16802,64,35,28,243
888,-382,16792,67,27,38,243
884,-426,16804,61,31,32,243
900,-418,16832,55,35,46,243
878,-408,16764,66,32,34,243
884,-416,16800,63,26,30,243
872,-422,16830,71,22,35,243
882,-440,16800,68,21,25,243
884,-416,16764,66,24,32,243
880,-408,16792,69,23,40,243
878,-410,16816,62,22,35,243
884,-428,16824,71,25,36,243
856,-408,16786,64,35,33,243
880,-424,16806,66,34,28,243
900,-412,16794,61,43,43,244
872,-410,16850,71,25,37,243
888,-412,16808,71,32,32,243
880,-420,16806,66,19,31,243
878,-408,16818,67,24,46,243
864,-416,16800,50,32,47,243
878,-430,16752,60,32,30,243
884,-384,16798,61,25,44,243
878,-418,16806,58,29,34,243
878,-414,16800,64,29,41,243
870,-432,16788,66,24,39,244
852,-432,16804,67,29,37,243
890,-416,16820,65,21,30,243
882,-400,16822,64,22,32,243
884,-422,16786,67,31,39,243
892,-410,16798,61,28,41,243
886,-424,16818,57,25,35,243
892,-416,16816,64,28,28,243
874,-426,16750,65,35,39,243
914,-400,16784,60,21,33,243
878,-404,16806,64,23,34,243
872,-416,16812,62,31,35,243
872,-404,16780,64,29,42,243
878,-416,16816,56,29,30,244
888,-418,16826,60,25,32,243
856,-416,16820,64,25,36,243
878,-408,16792,67,27,34,243
880,-414,16792,57,40,39,243
834,-384,16818,69,39,36,243
890,-430,16824,63,27,32,243
856,-420,16798,69,30,40,243
872,-406,16796,59,25,39,243
880,-426,16806,67,23,37,243
862,-426,16832,57,39,37,243
870,-418,16768,64,25,38,243
884,-402,16796,69,31,34,243
882,-412,16830,64,27,33,243
890,-398,16808,57,32,33,243
876,-410,16806,66,30,32,243
870,-430,16812,63,30,35,243
886,-414,16816,65,32,35,243
884,-400,16814,64,26,42,243
898,-406,16792,57,23,34,243
876,-390,16808,71,22,35,243
862,-408,16824,63,21,37,243
906,-422,16822,60,39,42,243
884,-422,16780,63,14,32,243
874,-442,16790,67,25,31,243
880,-404,16818,53,29,40,243
882,-422,16806,60,32,34,243
880,-408,16782,57,21,44,243
884,-410,16792,59,29,40,243
864,-394,16822,67,25,29,243
894,-430,16844,64,32,32,243
876,-408,16776,66,31,35,243
864,-416,16768,66,21,44,243
890,-400,16828,64,28,29,243
884,-418,16820,68,27,41,243
894,-408,16766,67,30,37,243
912,-416,16758,54,27,36,243
882,-394,16828,58,23,32,243
898,-424,16818,57,21,35,243
878,-404,16770,60,25,37,243
866,-416,16798,66,22,35,244
886,-436,16800,57,30,35,243
878,-434,16824,57,32,42,243
880,-442,16774,64,28,30,243
884,-398,16792,63,26,40,243
878,-394,16804,59,8,38,243
894,-400,16818,67,23,33,243
858,-408,16782,68,32,31,243
896,-430,16802,58,27,39,243
890,-418,16806,63,25,37,243
898,-408,16806,65,24,35,243
884,-422,16774,64,30,29,243
886,-408,16812,67,17,30,243
882,-422,16820,66,35,39,243
874,-400,16828,63,32,44,243
884,-400,16796,62,21,39,243
858,-426,16812,63,28,39,243
884,-418,16834,64,41,37,243
882,-416,16794,58,21,39,243
872,-408,16790,56,25,35,243
880,-410,16798,59,25,32,243
882,-422,16830,62,21,28,243
882,-416,16804,57,35,39,243
892,-438,16756,60,25,31,243
892,-414,16800,73,30,28,243
878,-424,16800,64,32,32,243
888,-404,16828,67,33,41,243
908,-408,16768,66,24,34,243
888,-402,16808,64,21,35,244
872,-432,16814,67,22,38,243
878,-410,16822,58,33,38,243
878,-400,16772,59,21,43,243
872,-426,16796,62,27,35,243
874,-428,16800,70,28,32,244
884,-436,16828,70,20,33,243
902,-430,16772,64,32,35,243
888,-446,16810,60,28,38,243
864,-412,16804,59,29,47,243
866,-418,16850,63,30,35,243
856,-410,16786,60,34,36,243
882,-440,16782,67,30,36,243
902,-422,16802,64,24,30,243
876,-408,16822,60,22,33,243
868,-442,16766,64,30,42,243
870,-446,16788,60,30,38,243
880,-422,16802,64,29,40,243
858,-448,16802,63,26,34,243
876,-422,16792,62,28,46,243
892,-408,16778,60,49,39,243
878,-406,16810,59,87,36,243
864,-380,16822,57,73,45,243
884,-396,16784,67,32,33,243
894,-396,16784,75,0,39,243
862,-400,16814,62,-4,39,243
876,-412,16814,67,11,29,243
900,-416,16800,54,35,35,243
890,-412,16810,57,53,39,243
892,-410,16816,59,55,41,243
898,-430,16792,65,29,39,243
894,-428,16786,55,19,40,243
884,-394,16778,60,20,42,243
884,-426,16820,61,20,32,243
878,-394,16818,67,35,34,243
892,-424,16790,62,33,32,243
896,-394,16800,64,31,42,243
874,-420,16800,64,30,35,243
894,-394,16834,63,26,36,243
866,-408,16806,66,28,36,243
876,-424,16792,60,30,35,243
870,-422,16814,64,28,35,244
868,-390,16834,65,45,52,243
878,-400,16764,60,38,35,243
858,-432,16804,62,32,33,243
884,-400,16806,64,29,37,243
858,-426,16822,58,24,38,243
862,-392,16796,64,25,32,243
868,-430,16786,64,39,41,243
878,-416,16820,57,29,39,243
884,-416,16830,55,38,41,243
898,-430,16792,64,28,32,243
876,-436,16804,64,25,31,243
880,-422,16846,61,27,39,243
878,-416,16824,64,28,35,243
884,-434,16760,59,21,39,243
878,-416,16820,61,29,43,243
888,-412,16832,58,33,32,243
906,-390,16782,57,42,31,243
900,-430,16784,67,30,35,243
872,-388,16770,69,31,42,243
908,-416,16784,64,29,32,243
880,-430,16824,63,23,35,243
868,-400,16780,59,25,38,243
876,-382,16764,63,31,35,243
900,-408,16834,60,28,39,243
892,-398,16834,66,32,46,243
890,-416,16764,57,23,28,243
900,-416,16796,53,32,35,243
884,-422,16824,58,25,34,243
876,-396,16804,63,29,32,243
870,-416,16792,59,28,32,243
890,-428,16806,62,28,39,243
898,-416,16808,65,28,40,243
864,-414,16824,55,29,40,243
882,-404,16784,57,32,43,243
900,-420,16792,60,32,40,243
862,-436,16798,63,25,33,243
888,-422,16812,66,26,47,243
886,-390,16762,67,25,35,243
890,-422,16786,60,28,37,243
888,-426,16772,73,33,35,243
870,-404,16792,54,38,42,243
872,-406,16770,50,21,42,243
890,-408,16784,57,21,28,244
866,-426,16824,54,22,28,243
892,-398,16806,59,25,35,243
878,-434,16778,69,26,33,243
894,-416,16802,60,31,33,243
874,-412,16830,54,27,31,243
874,-444,16814,60,20,34,243
890,-444,16796,67,24,42,243
890,-422,16814,67,32,34,243
884,-414,16796,55,35,30,243
884,-418,16834,59,32,43,243
886,-408,16774,64,25,24,243
896,-408,16812,66,27,44,243
870,-434,16814,58,24,41,243
900,-404,16778,60,35,35,243
874,-402,16778,62,34,40,243
884,-398,16800,61,37,33,243
884,-424,16814,56,28,35,243
876,-440,16834,60,30,33,243
854,-414,16766,71,24,48,243
878,-418,16796,71,25,44,243
894,-416,16800,60,30,35,243
892,-434,16828,60,26,34,243
908,-400,16770,58,18,42,243
900,-416,16806,63,28,30,243
880,-428,16828,59,30,28,243
872,-438,16832,64,23,34,243
886,-400,16790,63,31,39,243
870,-414,16800,69,32,39,243
872,-410,16832,60,35,42,243
856,-408,16826,73,26,34,243
892,-408,16788,60,22,41,243
896,-408,16776,64,27,28,243
870,-386,16802,59,32,42,243
898,-424,16820,64,29,32,243
866,-408,16792,57,25,36,243
874,-430,16792,71,30,34,243
892,-408,16808,63,30,50,243
864,-418,16818,67,28,34,243
880,-396,16784,71,35,45,243
902,-394,16800,71,28,30,243
878,-404,16800,56,39,40,243
884,-402,16824,64,28,42,243
886,-418,16784,57,29,46,243
868,-440,16770,62,31,48,243
854,-400,16836,60,20,42,243
870,-410,16814,60,36,43,243
900,-422,16764,66,31,33,243
878,-400,16818,65,24,39,243
868,-400,16820,64,28,41,243
900,-430,16824,55,22,36,243
894,-406,16792,55,30,37,243
876,-444,16788,60,38,32,243
878,-412,16806,67,31,34,243
892,-408,16792,67,27,32,243
876,-442,16770,68,31,40,243
870,-418,16802,57,28,39,243
864,-400,16828,60,37,39,243
876,-416,16810,58,22,31,243
894,-404,16756,55,25,36,243
876,-424,16822,64,24,46,243
906,-434,16820,63,20,35,243
884,-398,16824,54,39,36,243
884,-380,16774,59,41,38,243
892,-426,16792,58,26,32,243
874,-414,16802,59,19,32,243
886,-400,16814,57,29,40,243
876,-422,16774,58,32,35,243
892,-420,16792,63,26,35,243
878,-416,16812,56,28,36,243
866,-398,16814,71,36,45,243
876,-410,16750,60,29,42,243
866,-404,16784,58,25,42,243
864,-416,16822,56,26,32,243
890,-406,16806,67,31,34,243
882,-418,16772,62,25,34,243
864,-414,16792,65,21,36,243
888,-424,16820,61,28,39,243
892,-416,16806,57,33,33,243
868,-410,16778,71,34,28,244
870,-426,16792,59,19,38,243
864,-388,16828,70,28,41,243
882,-414,16798,65,30,37,243
896,-424,16772,66,33,33,243
876,-436,16788,57,25,33,243
878,-426,16812,62,30,39,243
856,-418,16798,63,25,35,243
880,-410,16778,60,21,39,243
884,-422,16784,59,39,39,244
910,-414,16818,63,29,40,243
878,-416,16828,60,34,39,243
890,-442,16764,65,30,42,244
884,-418,16796,59,32,33,243
882,-430,16846,56,27,29,243
876,-422,16828,62,35,37,243
848,-422,16780,62,26,38,243
880,-414,16802,49,32,39,243
906,-408,16814,57,17,33,243
870,-410,16792,61,14,36,243
874,-406,16764,67,21,39,243
874,-428,16802,64,26,34,243
882,-426,16830,62,30,50,243
872,-408,16786,66,32,32,243
884,-402,16760,61,25,39,243
884,-426,16802,66,32,37,243
884,-402,16806,67,28,35,243
