Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z,Temperature
856,-412,16822,64,32,46,243
886,-424,16806,58,39,35,243
868,-416,16776,60,28,28,243
866,-436,16846,60,24,37,243
850,-408,16808,64,26,40,243
892,-428,16756,57,32,37,243
850,-396,16820,67,28,38,243
886,-440,16808,66,19,39,243
860,-418,16788,64,32,32,243
900,-422,16742,67,26,42,243
864,-406,16784,67,35,39,243
870,-422,16830,63,28,33,243
878,-410,16820,67,42,40,243
894,-402,16734,64,26,39,243
880,-408,16776,62,25,42,243
876,-430,16818,67,32,35,243
860,-414,16816,65,28,41,243
878,-438,16764,62,35,35,243
862,-418,16806,63,33,29,243
864,-388,16792,59,17,31,243
862,-434,16790,64,28,32,243
878,-410,16770,51,32,38,243
900,-408,16766,64,29,34,243
868,-412,16814,67,32,38,243
850,-402,16784,59,30,33,243
864,-422,16780,67,34,37,243
866,-408,16806,59,29,35,243
842,-426,16780,64,30,47,243
878,-400,16806,69,34,31,243
892,-434,16760,64,36,35,243
860,-426,16792,54,29,37,243
868,-404,16816,50,21,33,243
856,-428,16806,64,32,28,243
856,-422,16760,64,28,39,243
884,-398,16802,65,31,45,243
882,-424,16820,67,29,31,243
862,-428,16800,65,21,41,243
874,-420,16756,67,35,39,243
880,-422,16788,64,28,39,243
896,-434,16800,69,29,41,243
864,-422,16792,63,25,28,243
854,-452,16760,57,25,32,243
870,-416,16798,71,31,39,243
888,-408,16792,70,32,37,243
876,-408,16792,59,24,28,243
860,-414,16742,66,18,33,243
866,-416,16816,51,20,33,243
888,-414,16796,60,32,37,243
856,-402,16798,60,21,30,243
862,-400,16756,68,36,38,243
876,-416,16810,63,28,36,243
870,-432,16820,61,31,29,243
858,-410,16822,61,27,35,243
842,-412,16770,71,39,45,243
872,-436,16806,61,38,28,243
858,-408,16820,63,33,41,243
882,-416,16820,60,22,27,243
868,-402,16768,72,29,35,243
862,-396,16782,66,30,30,243
874,-390,16828,57,23,31,243
850,-428,16814,63,25,34,243
868,-418,16778,60,31,38,243
872,-404,16812,55,29,25,243
864,-396,16800,61,26,48,243
884,-404,16792,63,29,29,243
876,-416,16778,70,31,32,243
882,-418,16806,56,25,42,243
878,-406,16806,57,21,43,243
870,-380,16798,67,29,35,243
878,-442,16772,67,28,35,243
884,-416,16790,60,34,33,243
884,-436,16820,66,34,37,243
856,-416,16788,62,25,32,243
872,-430,16762,58,14,43,243
864,-420,16776,66,34,30,243
858,-408,16798,70,30,37,243
872,-386,16814,62,34,39,243
864,-394,16756,68,25,35,243
876,-398,16796,66,22,30,243
878,-406,16804,60,27,35,243
866,-400,16796,65,28,31,243
878,-400,16780,60,30,35,243
888,-420,16794,61,24,32,243
858,-426,16796,69,31,32,243
878,-388,16802,67,25,46,243
864,-418,16768,62,32,34,243
870,-418,16782,60,28,38,243
864,-416,16814,67,27,36,243
848,-430,16814,64,31,42,243
860,-414,16790,58,26,39,243
880,-444,16800,62,27,33,243
868,-396,16810,47,33,40,243
874,-436,16806,58,27,31,243
860,-418,16770,67,26,30,243
868,-436,16778,67,33,44,243
876,-424,16824,64,38,37,243
870,-418,16778,63,35,29,243
886,-394,16770,60,31,42,243
862,-422,16798,61,28,42,243
882,-420,16784,69,27,33,243
868,-398,16800,59,27,48,243
854,-404,16762,64,23,30,243
902,-416,16816,54,32,32,243
862,-416,16820,62,32,42,243
850,-408,16814,58,27,26,243
832,-434,16770,58,28,32,243
872,-398,16798,63,30,45,243
864,-426,16800,64,26,40,243
884,-442,16814,67,33,42,243
870,-422,16796,67,24,43,243
854,-440,16806,69,26,36,243
868,-412,16836,66,35,40,243
870,-400,16780,64,28,33,243
872,-414,16800,60,36,42,243
880,-412,16812,64,25,39,244
862,-430,16830,63,29,42,243
892,-402,16828,64,33,43,243
882,-416,16758,64,23,29,243
870,-396,16814,64,28,39,243
880,-426,16828,53,34,33,243
852,-408,16764,64,23,42,243
886,-422,16778,63,18,35,243
878,-412,16806,65,21,31,243
856,-416,16800,70,32,37,243
870,-424,16820,68,32,35,244
876,-422,16768,60,33,34,243
878,-406,16796,60,27,35,243
892,-430,16850,68,35,41,243
868,-438,16822,59,30,33,243
856,-422,16776,64,28,44,243
880,-402,16784,66,32,33,243
880,-404,16796,67,30,31,243
886,-408,16790,59,20,33,243
856,-406,16772,55,26,47,243
882,-424,16826,62,34,34,243
856,-408,16810,73,25,39,243
888,-420,16796,67,32,37,243
878,-408,16752,60,27,33,243
860,-400,16820,52,27,33,243
868,-428,16820,61,28,35,243
870,-418,16818,66,25,34,243
862,-402,16794,66,30,42,243
864,-394,16804,64,32,42,243
882,-418,16842,64,32,48,243
878,-422,16804,64,35,36,243
866,-436,16764,65,25,36,243
884,-416,16806,60,27,28,243
862,-416,16834,67,25,40,243
872,-414,16776,61,25,37,243
888,-416,16768,58,26,38,243
872,-396,16798,69,24,35,243
890,-408,16812,67,28,46,243
870,-422,16792,57,30,39,243
884,-408,16760,64,24,39,243
866,-412,16784,68,24,35,244
862,-410,16828,60,35,35,244
882,-414,16774,53,25,41,243
884,-416,16774,64,25,35,243
878,-416,16810,62,20,39,243
860,-420,16826,67,19,39,243
856,-416,16818,57,23,38,243
856,-416,16774,66,33,39,243
882,-404,16824,62,28,42,243
882,-406,16808,58,25,37,244
864,-408,16814,63,28,35,243
870,-416,16750,66,29,46,243
858,-418,16788,58,30,38,243
860,-424,16806,57,32,31,243
876,-430,16780,66,32,36,243
888,-414,16760,67,26,34,243
890,-394,16804,53,25,39,243
868,-430,16820,61,28,36,243
884,-410,16800,61,32,30,243
864,-430,16770,62,31,39,243
902,-432,16792,66,37,44,243
878,-430,16808,67,22,33,243
844,-432,16808,64,24,38,243
876,-400,16750,46,28,24,243
884,-426,16818,60,25,33,243
864,-388,16828,63,34,45,244
884,-418,16802,65,28,39,243
850,-430,16750,63,23,32,243
862,-418,16788,63,21,40,243
858,-386,16820,63,27,29,243
862,-394,16792,55,32,38,243
862,-416,16784,63,28,39,243
870,-414,16800,68,22,50,243
872,-404,16826,58,26,39,243
856,-400,16806,62,31,39,243
862,-392,16764,65,26,44,243
852,-414,16792,70,34,39,244
882,-422,16792,58,28,36,243
872,-420,16798,60,25,39,243
866,-440,16758,57,25,38,243
872,-438,16800,65,20,33,243
862,-434,16816,73,31,42,243
882,-458,16784,63,35,31,243
862,-410,16788,67,25,37,243
868,-432,16806,64,32,41,243
864,-412,16810,65,33,37,243
898,-398,16800,64,35,39,243
866,-418,16768,63,39,33,243
890,-408,16804,57,24,37,243
886,-432,16814,51,30,42,243
890,-432,16810,52,32,37,243
858,-420,16768,67,25,43,243
868,-418,16808,64,32,33,243
864,-426,16802,58,18,32,243
892,-436,16806,57,28,35,243
892,-416,16768,66,33,41,243
852,-400,16768,59,25,37,243
862,-422,16848,68,30,39,243
854,-402,16756,66,25,41,243
884,-410,16786,64,31,35,243
870,-412,16794,60,28,40,243
870,-408,16836,62,32,37,243
884,-400,16808,64,30,43,243
868,-390,16764,68,22,35,243
874,-422,16794,60,28,27,243
872,-400,16796,60,29,32,243
866,-412,16786,63,35,32,243
860,-396,16782,64,33,32,243
856,-414,16792,65,32,30,243
880,-422,16788,54,29,36,243
890,-412,16792,56,24,27,243
884,-400,16768,60,28,26,243
836,-422,16810,56,35,35,243
868,-408,16802,67,41,37,243
886,-438,16796,66,27,41,243
874,-416,16782,55,17,31,243
870,-422,16800,57,21,35,243
872,-440,16800,60,28,35,243
864,-426,16800,64,32,41,243
884,-410,16768,55,34,39,243
860,-414,16806,61,22,32,243
884,-412,16810,63,29,39,243
858,-392,16800,64,27,33,243
864,-424,16770,69,31,41,243
870,-394,16798,69,26,39,243
880,-418,16808,62,25,43,243
866,-422,16796,67,22,41,243
878,-414,16782,64,27,44,243
878,-390,16792,62,28,34,244
874,-414,16834,58,25,42,243
860,-400,16788,60,25,31,243
884,-422,16760,67,29,37,243
882,-448,16810,57,26,41,243
850,-416,16800,59,23,35,243
864,-410,16802,57,25,25,243
870,-422,16784,69,18,39,243
878,-418,16792,57,29,36,243
864,-432,16856,61,23,45,243
856,-396,16814,54,31,45,243
852,-432,16794,71,21,37,243
858,-428,16816,65,24,46,243
858,-412,16792,63,24,36,243
840,-396,16816,69,26,35,243
880,-420,16762,54,23,30,243
882,-422,16796,61,28,34,243
864,-418,16830,60,25,40,244
880,-408,16792,64,21,33,243
884,-408,16780,65,29,37,243
848,-418,16822,61,32,38,243
862,-390,16812,64,28,39,243
870,-400,16814,62,29,39,243
874,-430,16792,68,24,39,243
880,-444,16808,68,26,36,244
862,-402,16820,63,25,44,243
870,-406,16790,60,35,39,243
846,-402,16786,59,31,36,243
878,-408,16798,67,21,29,243
886,-416,16808,62,24,35,243
862,-386,16796,64,25,32,243
878,-414,16796,62,25,43,243
856,-408,16804,68,37,45,243
884,-432,16800,74,32,32,243
868,-422,16786,66,30,35,243
864,-448,16764,56,15,34,243
848,-408,16792,62,21,35,243
862,-394,16800,69,39,34,243
864,-438,16796,67,32,30,243
862,-408,16766,66,31,33,244
890,-422,16800,71,30,46,243
866,-408,16798,67,27,25,243
856,-436,16792,64,17,32,243
864,-414,16784,61,34,39,243
850,-434,16812,57,28,38,243
884,-412,16838,71,32,34,243
878,-412,16780,60,23,35,243
874,-410,16812,53,25,34,243
874,-422,16790,55,16,36,243
854,-428,16826,63,34,38,243
878,-430,16800,58,28,37,243
878,-424,16772,67,28,27,243
856,-416,16788,52,33,39,243
894,-394,16806,66,31,40,243
882,-400,16800,58,21,33,243
868,-418,16794,58,25,41,243
886,-426,16786,64,28,38,243
844,-420,16806,59,16,32,243
878,-434,16778,62,32,33,243
864,-390,16770,64,38,45,243
870,-416,16806,55,25,34,243
856,-384,16820,67,23,28,243
884,-412,16806,62,28,36,243
882,-414,16780,57,31,39,243
884,-412,16808,60,34,37,243
876,-418,16794,58,32,42,243
898,-424,16806,60,25,38,243
892,-420,16768,64,28,35,243
884,-398,16806,63,28,36,243
856,-430,16818,57,34,48,243
882,-400,16788,67,32,44,243
850,-426,16802,64,28,31,243
878,-400,16812,57,29,36,243
856,-400,16814,58,25,28,243
868,-416,16820,66,32,43,243
876,-416,16766,61,27,40,243
888,-400,16806,54,35,48,243
866,-396,16796,67,25,42,243
868,-408,16780,64,26,39,243
872,-408,16778,56,28,33,243
874,-426,16804,62,28,39,244
864,-400,16832,60,25,32,243
866,-394,16802,64,34,41,244
856,-422,16776,57,26,37,243
884,-400,16770,71,32,41,243
856,-416,16824,68,31,50,243
896,-412,16800,63,32,34,243
864,-440,16768,67,32,25,243
866,-416,16794,64,28,35,243
860,-416,16816,72,29,41,243
858,-442,16796,61,32,46,243
850,-438,16794,67,36,39,243
884,-414,16796,64,30,35,243
886,-410,16820,63,28,48,243
856,-406,16796,65,18,34,243
892,-418,16806,61,27,27,243
864,-414,16798,67,23,42,243
872,-404,16818,63,35,32,243
848,-422,16816,63,26,42,243
870,-422,16766,69,29,44,243
882,-416,16806,62,25,33,243
860,-398,16798,64,30,39,243
874,-422,16808,66,26,38,243
864,-432,16774,71,27,35,243
874,-410,16802,67,21,39,243
862,-418,16832,66,21,39,243
912,-428,16814,59,26,37,243
866,-410,16778,57,32,34,243
854,-406,16806,61,36,38,243
886,-422,16812,59,30,35,243
838,-408,16780,57,21,40,243
854,-408,16758,56,33,37,243
878,-412,16808,67,30,42,243
884,-416,16814,61,24,32,243
880,-408,16804,66,32,43,243
854,-418,16770,65,28,34,243
884,-400,16786,65,27,46,243
868,-396,16806,54,29,49,243
872,-430,16812,55,27,33,243
882,-426,16768,60,28,36,243
898,-410,16792,65,33,37,243
868,-422,16816,69,28,44,243
864,-414,16786,67,28,37,243
858,-420,16740,57,29,43,243
882,-398,16808,59,30,31,243
866,-416,16806,48,32,40,243
876,-434,16806,60,35,38,243
870,-404,16766,68,37,32,243
858,-436,16816,61,23,33,243
878,-414,16830,63,30,35,243
914,-424,16806,54,32,39,243
870,-438,16786,64,24,35,243
858,-396,16806,59,30,39,243
864,-442,16834,68,29,37,243
862,-424,16814,66,25,40,243
856,-424,16782,63,28,32,243
868,-420,16772,60,19,35,243
860,-384,16820,62,32,46,243
880,-428,16820,59,25,35,243
868,-436,16776,71,29,39,243
864,-396,16806,67,32,30,243
892,-408,16814,59,24,35,243
848,-410,16822,65,22,35,243
864,-424,16762,65,26,42,243
878,-408,16794,57,30,35,243
878,-428,16816,60,32,32,243
866,-454,16772,56,19,42,243
850,-422,16764,64,23,31,243
856,-428,16814,60,27,36,243
842,-408,16828,60,26,26,243
870,-428,16796,60,27,39,243
866,-394,16780,59,32,45,243
890,-404,16812,64,32,36,243
870,-384,16800,61,23,39,243
892,-414,16786,67,24,47,243
870,-400,16790,67,26,39,243
874,-436,16802,65,28,45,243
874,-398,16800,60,21,39,243
882,-416,16794,62,26,39,243
894,-408,16806,67,27,37,243
880,-436,16806,57,36,30,243
882,-408,16836,59,35,32,243
876,-422,16786,65,23,36,243
860,-406,16774,62,27,37,243
870,-422,16792,66,26,41,244
862,-426,16798,59,25,38,243
878,-412,16774,66,27,33,243
878,-416,16756,67,28,35,243
878,-432,16782,61,28,32,243
842,-416,16814,69,28,40,243
882,-430,16794,65,30,28,243
860,-418,16746,77,33,36,244
878,-422,16820,75,32,42,243
862,-394,16840,71,27,43,243
876,-400,16792,66,26,35,243
856,-412,16788,65,31,27,243
856,-426,16822,73,23,33,243
870,-430,16776,81,21,46,243
902,-438,16788,74,27,32,243
870,-426,16784,59,23,46,243
878,-410,16818,69,11,42,243
866,-436,16816,60,34,39,243
870,-404,16824,58,44,43,243
872,-428,16796,54,53,43,243
880,-432,16810,60,52,29,243
860,-428,16870,62,41,39,243
850,-436,16812,75,20,46,243
848,-410,16774,64,0,33,243
868,-416,16794,74,3,36,243
902,-432,16802,68,5,28,243
866,-408,16754,53,30,45,243
868,-410,16700,63,49,28,243
856,-400,16764,58,59,36,244
858,-434,16830,67,33,31,243
856,-444,16792,64,-6,35,243
864,-446,16794,58,-2,41,244
884,-416,16798,73,25,39,243
862,-422,16846,72,25,32,243
870,-394,16878,72,21,48,243
882,-398,16804,63,12,35,243
880,-406,16804,70,14,40,243
894,-404,16806,78,42,32,243
870,-386,16768,72,70,48,243
856,-408,16742,64,78,43,243
868,-396,16784,62,73,38,243
878,-402,16818,64,57,42,243
856,-408,16788,58,17,39,243
872,-418,16752,62,-8,38,243
888,-414,16820,64,-17,28,243
876,-416,16842,69,-12,42,243
900,-416,16828,62,-15,30,243
884,-424,16804,77,-11,29,243
862,-414,16840,75,-1,32,243
880,-416,16814,60,22,35,243
870,-408,16786,67,58,28,243
884,-386,16772,60,94,42,243
844,-420,16772,61,92,42,243
870,-428,16806,60,77,51,243
866,-394,16782,56,46,44,243
886,-420,16796,66,11,39,243
878,-408,16770,64,-18,40,243
870,-436,16798,63,-26,34,243
874,-408,16810,67,-17,37,243
874,-430,16776,72,3,32,243
876,-392,16824,70,17,33,243
888,-406,16828,64,33,35,243
872,-394,16790,66,46,42,243
864,-422,16786,63,56,39,243
864,-402,16808,57,46,40,243
872,-392,16836,59,57,35,243
874,-394,16814,63,42,39,243
852,-408,16800,57,35,42,243
856,-410,16802,65,15,50,243
878,-416,16836,58,-8,41,243
848,-402,16770,61,-11,31,243
860,-422,16744,67,10,39,243
884,-400,16774,61,15,43,243
876,-384,16806,68,54,35,243
880,-394,16794,73,66,41,243
850,-418,16764,68,74,42,243
848,-414,16806,59,51,36,243
864,-414,16798,60,28,41,243
850,-386,16778,77,15,42,243
860,-416,16774,69,5,35,243
860,-450,16780,59,7,27,243
852,-426,16794,58,18,39,243
886,-424,16800,55,17,36,243
856,-410,16766,60,15,39,243
872,-426,16822,64,34,39,243
886,-400,16828,64,49,39,243
838,-418,16806,61,57,35,243
868,-400,16780,60,45,34,243
892,-404,16828,61,27,39,243
878,-422,16806,60,12,38,243
872,-436,16812,64,10,32,243
890,-422,16784,60,19,35,243
860,-442,16818,60,17,34,243
894,-392,16800,57,12,27,243
864,-416,16770,60,17,32,243
856,-420,16756,60,23,34,243
874,-400,16798,60,20,30,243
866,-376,16792,71,25,36,243
878,-384,16800,65,40,40,243
870,-396,16762,65,53,27,243
856,-422,16794,57,46,36,243
868,-386,16820,59,34,36,244
896,-402,16804,67,17,30,243
878,-400,16762,64,10,39,243
846,-400,16776,59,17,40,243
900,-394,16796,65,22,31,243
864,-394,16782,72,33,46,243
878,-400,16778,65,34,48,243
876,-380,16830,71,24,33,243
876,-418,16828,65,10,39,243
858,-402,16814,60,22,35,243
872,-412,16758,56,42,31,243
870,-416,16784,64,59,36,243
846,-416,16798,60,49,45,243
888,-430,16800,66,35,48,243
892,-430,16814,58,14,44,243
864,-386,16800,63,9,28,243
864,-426,16794,62,4,28,243
858,-416,16800,60,6,39,243
864,-438,16800,55,20,32,243
880,-426,16756,57,64,45,243
856,-394,16798,59,70,35,243
856,-414,16788,61,57,35,243
876,-438,16800,65,22,37,243
858,-444,16830,66,2,35,243
866,-436,16818,62,20,32,243
870,-430,16770,64,24,32,243
864,-436,16784,67,5,46,243
864,-408,16818,60,15,38,243
882,-414,16802,66,25,42,243
870,-446,16762,62,42,39,243
874,-412,16780,66,40,42,243
870,-440,16792,58,34,39,243
862,-422,16820,66,21,32,243
876,-430,16774,66,38,37,243
852,-406,16782,57,27,33,243
882,-404,16816,62,16,39,243
878,-414,16846,62,10,35,243
862,-416,16790,63,16,28,243
880,-400,16758,63,21,36,243
886,-392,16806,60,27,25,243
866,-396,16820,63,35,37,243
868,-390,16818,64,35,38,243
892,-416,16780,64,41,39,243
864,-424,16798,64,29,32,243
860,-394,16796,58,29,38,243
858,-406,16786,63,21,34,243
872,-426,16778,72,25,35,243
868,-438,16800,64,25,36,244
860,-412,16810,63,27,40,244
900,-422,16812,63,20,36,243
878,-414,16742,66,18,35,243
866,-400,16824,66,28,28,243
866,-430,16826,63,42,35,244
858,-422,16784,70,28,37,243
884,-402,16806,71,30,37,243
870,-408,16808,60,35,40,243
850,-422,16804,60,33,42,243
850,-424,16804,63,35,39,243
876,-428,16780,64,35,40,243
868,-426,16780,62,50,41,243
860,-398,16810,63,43,26,244
854,-402,16774,57,40,36,243
864,-426,16772,55,15,43,243
866,-422,16792,65,11,41,243
836,-430,16806,59,8,32,243
854,-416,16782,66,10,46,243
870,-410,16768,64,15,31,243
868,-450,16826,59,25,39,243
864,-420,16832,64,28,41,243
876,-406,16788,67,33,35,243
858,-386,16794,67,32,32,243
886,-428,16810,71,33,41,243
870,-404,16820,68,30,25,243
854,-410,16798,65,31,37,243
864,-408,16790,71,40,42,243
874,-418,16782,62,32,39,244
880,-414,16814,67,28,32,243
860,-408,16784,70,29,37,243
882,-430,16782,66,32,31,243
860,-422,16802,65,32,39,243
874,-392,16806,71,24,42,243
864,-418,16786,64,25,32,243
880,-390,16778,59,32,38,243
852,-414,16806,53,15,33,243
864,-416,16802,67,36,40,243
882,-444,16772,65,39,42,243
856,-416,16790,60,29,40,243
886,-400,16792,61,28,41,243
892,-412,16788,67,32,38,244
886,-416,16792,58,29,39,243
846,-410,16788,62,27,32,243
854,-406,16820,67,27,39,243
882,-416,16808,60,32,31,243
884,-386,16814,61,31,35,243
858,-408,16792,67,29,40,243
860,-404,16814,53,29,39,243
880,-424,16828,60,33,28,243
872,-396,16820,62,42,43,243
884,-386,16810,56,34,39,243
880,-420,16822,55,21,31,243
874,-418,16796,63,21,36,243
884,-388,16796,60,26,31,243
860,-408,16786,66,27,35,243
900,-394,16816,66,23,39,244
870,-400,16816,58,27,43,243
846,-420,16794,64,17,29,243
866,-400,16756,63,21,39,243
906,-396,16798,62,28,42,243
860,-402,16818,57,26,36,243
892,-412,16784,61,26,42,243
880,-404,16766,57,32,46,243
882,-408,16816,60,30,36,243
866,-396,16794,65,34,36,243
884,-412,16794,66,35,43,243
854,-398,16774,61,34,40,243
880,-414,16794,63,36,42,243
854,-426,16794,64,32,40,243
864,-422,16790,64,26,42,243
898,-416,16786,57,26,40,243
876,-408,16814,60,35,32,244
850,-426,16808,59,28,40,243
892,-410,16788,62,44,36,243
856,-420,16778,72,25,39,243
862,-374,16814,65,13,39,243
868,-412,16820,59,21,33,244
856,-392,16804,75,23,42,243
864,-418,16796,64,28,37,243
864,-416,16800,58,45,42,243
870,-406,16792,57,43,39,243
848,-400,16774,58,39,37,243
858,-408,16774,69,35,41,243
876,-418,16806,67,30,36,243
858,-432,16812,58,27,39,243
866,-430,16800,55,25,35,243
858,-424,16764,63,26,35,243
874,-416,16806,65,33,48,243
880,-414,16808,62,28,35,243
854,-404,16788,62,28,34,243
864,-416,16772,53,27,35,243
872,-412,16816,65,22,34,243
864,-426,16828,62,22,32,243
854,-418,16778,61,32,35,243
856,-412,16774,55,21,38,243
848,-442,16824,67,32,36,243
874,-418,16800,62,30,40,243
870,-396,16798,57,28,41,243
856,-434,16758,65,23,32,243
844,-408,16806,71,12,33,243
870,-426,16814,64,17,33,243
872,-430,16794,69,26,42,243
884,-422,16794,58,22,24,243
858,-422,16820,57,32,33,243
856,-408,16816,66,35,28,243
896,-408,16774,57,32,29,243
884,-414,16772,66,35,34,243
880,-428,16814,67,20,33,243
876,-434,16800,65,17,35,243
882,-414,16798,57,25,36,243
874,-408,16764,64,28,36,243
870,-400,16796,60,32,38,243
864,-416,16810,70,24,44,243
872,-392,16764,62,31,43,243
892,-410,16792,68,23,31,243
878,-386,16784,65,12,34,243
864,-416,16824,55,20,32,243
864,-408,16774,60,34,30,243
862,-404,16766,64,35,46,243
864,-416,16822,59,27,47,243
864,-406,16798,63,28,40,243
862,-398,16818,60,32,38,243
870,-412,16792,59,22,36,243
886,-400,16806,56,29,37,243
862,-386,16802,63,26,35,243
888,-404,16770,66,32,33,243
874,-402,16806,60,28,43,243
868,-396,16800,64,32,36,243
878,-420,16812,62,40,39,243
860,-428,16784,65,29,42,243
860,-430,16790,71,35,35,243
834,-410,16812,64,37,28,243
860,-420,16792,59,32,41,243
868,-424,16790,63,25,34,243
842,-430,16792,65,27,41,243
842,-408,16826,65,24,42,243
872,-422,16814,64,33,41,243
864,-460,16806,63,25,38,243
856,-452,16778,63,35,29,243
852,-450,16792,54,37,31,244
814,-426,16830,67,28,35,244
860,-432,16766,72,28,37,243
858,-430,16754,67,25,35,243
844,-386,16806,65,37,39,243
878,-430,16804,71,27,43,243
870,-436,16792,58,23,28,243
878,-426,16770,67,25,46,243
878,-422,16792,61,20,41,243
866,-412,16820,64,17,34,243
886,-416,16762,66,27,38,243
882,-416,16790,57,20,32,243
892,-412,16820,64,18,36,243
884,-418,16818,61,27,32,243
878,-404,16768,72,30,39,243
860,-416,16786,65,32,48,243
884,-396,16800,67,34,43,243
870,-380,16800,60,29,52,243
878,-414,16808,61,24,42,243
890,-384,16778,60,26,39,243
880,-400,16810,60,9,39,243
882,-398,16828,53,30,38,243
880,-408,16792,57,22,32,243
862,-394,16762,61,23,42,243
906,-390,16806,65,28,34,243
850,-412,16814,62,21,38,243
844,-408,16768,60,25,41,243
872,-406,16776,61,35,35,243
878,-404,16812,64,39,36,243
866,-416,16818,50,37,29,243
862,-408,16774,53,45,39,243
866,-408,16778,69,37,39,243
842,-430,16814,62,32,29,243
848,-422,16812,60,29,31,243
846,-428,16794,71,28,40,243
876,-414,16778,70,21,39,243
854,-432,16822,57,25,39,243
864,-450,16814,64,20,29,243
874,-434,16806,64,32,41,243
870,-426,16778,66,27,45,243
870,-424,16814,58,39,39,243
860,-430,16818,61,39,33,243
836,-424,16774,58,28,38,243
870,-422,16778,58,32,34,243
864,-416,16814,63,32,35,243
888,-396,16800,60,29,36,243
856,-412,16788,61,25,48,243
860,-422,16774,65,41,39,243
884,-410,16800,64,28,36,243
872,-418,16846,62,19,33,243
870,-400,16786,61,14,34,243
882,-412,16800,66,14,40,243
864,-394,16788,59,25,35,243
858,-412,16826,60,30,32,243
878,-426,16784,71,38,35,243
884,-410,16778,61,28,40,243
880,-424,16792,53,32,40,243
850,-402,16792,62,36,46,243
872,-416,16780,60,28,42,243
864,-412,16782,67,31,32,243
870,-418,16812,62,30,28,243
866,-422,16828,63,33,42,243
862,-430,16758,63,27,39,243
876,-404,16786,62,28,35,243
864,-410,16806,56,29,53,243
852,-396,16806,65,21,42,243
862,-406,16796,59,27,30,243
850,-408,16788,53,14,34,243
882,-408,16804,67,25,39,243
860,-394,16812,57,31,42,243
856,-430,16798,70,37,40,243
864,-422,16788,63,38,42,243
846,-444,16806,70,28,38,243
872,-424,16820,65,21,39,243
862,-408,16780,66,23,37,243
882,-424,16758,65,28,35,243
854,-402,16774,60,36,34,243
866,-414,16806,63,24,35,243
856,-420,16788,60,26,35,243
870,-418,16790,56,22,42,243
880,-400,16800,70,31,32,243
874,-426,16810,60,28,35,243
842,-422,16806,70,20,40,243
882,-408,16780,57,28,43,243
856,-432,16802,64,26,33,243
858,-408,16794,57,19,24,243
860,-406,16782,62,25,35,243
880,-424,16792,66,37,39,243
870,-380,16794,57,27,35,243
870,-408,16804,67,28,31,243
836,-406,16778,70,33,39,243
858,-432,16780,69,27,30,243
896,-412,16784,67,21,36,243
864,-414,16806,60,24,38,243
872,-404,16792,65,34,45,243
884,-414,16780,71,33,44,243
880,-388,16820,62,24,24,243
870,-426,16828,59,32,35,243
884,-412,16778,66,29,38,243
850,-370,16792,57,39,33,243
876,-402,16820,57,32,36,243
868,-410,16814,57,35,36,243
856,-402,16778,61,43,39,243
848,-408,16796,62,35,35,243
860,-436,16828,68,35,35,243
872,-420,16812,64,33,41,243
870,-444,16782,68,32,40,243
860,-416,16750,67,23,36,243
822,-410,16784,61,21,51,243
868,-416,16830,63,17,35,243
862,-402,16800,67,27,39,243
876,-428,16792,63,25,38,243
866,-438,16792,61,35,42,244
860,-424,16838,67,24,34,243
892,-426,16788,57,28,42,243
856,-430,16764,72,24,39,243
864,-422,16794,64,25,29,243
864,-404,16828,66,22,47,243
882,-424,16774,64,37,30,243
888,-418,16776,65,26,37,243
868,-378,16802,57,34,46,243
888,-428,16796,71,30,39,243
842,-436,16784,68,25,39,243
884,-394,16780,54,24,30,243
906,-380,16784,68,11,32,243
888,-408,16834,67,15,39,243
882,-398,16788,64,13,40,243
882,-420,16808,69,26,34,243
896,-386,16798,63,32,33,243
878,-408,16824,60,39,38,243
864,-382,16792,61,41,40,243
870,-434,16782,59,38,40,243
872,-430,16810,67,32,31,243
850,-406,16838,60,27,39,243
848,-422,16816,62,23,37,243
870,-386,16770,69,31,39,243
848,-422,16802,59,26,34,243
842,-422,16804,57,17,37,243
876,-388,16794,64,26,42,243
844,-422,16756,61,18,28,243
862,-416,16806,61,30,42,243
900,-424,16826,61,23,28,243
884,-436,16790,58,19,31,243
872,-436,16778,65,26,35,243
854,-394,16792,54,39,40,243
850,-422,16814,57,40,41,243
870,-438,16786,67,35,35,243
890,-376,16784,64,33,35,243
870,-408,16802,52,30,39,243
878,-384,16820,53,19,32,243
882,-410,16788,57,21,32,243
882,-400,16770,60,32,35,243
860,-434,16814,68,21,32,244
862,-424,16792,59,32,41,243
864,-392,16770,57,29,42,243
880,-408,16800,63,25,46,243
878,-378,16818,66,20,51,243
850,-392,16822,61,28,38,243
842,-388,16810,62,32,38,243
888,-394,16770,68,29,32,243
850,-400,16806,68,38,32,243
870,-408,16810,57,32,41,243
876,-408,16800,65,35,49,243
862,-434,16774,67,27,39,243
852,-396,16800,61,28,43,243
880,-408,16842,57,23,41,243
872,-426,16776,64,25,50,243
864,-400,16770,65,28,32,243
864,-422,16802,63,27,30,243
868,-394,16800,50,25,27,243
866,-408,16808,68,28,36,243
830,-430,16806,65,36,39,243
874,-398,16800,67,32,39,243
886,-434,16816,61,23,39,243
866,-420,16788,56,16,39,243
852,-422,16780,60,28,46,243
870,-430,16782,66,30,42,244
