-442,-232,16814,67,22,36,245
-466,-224,16808,56,25,42,245
-450,-222,16818,55,30,43,245
-472,-244,16864,55,32,38,245
-466,-192,16812,53,16,40,245
-450,-220,16798,57,22,43,245
-458,-220,16822,49,27,41,245
-426,-248,16820,52,24,36,245
-442,-236,16806,53,26,35,245
-450,-220,16792,53,20,39,245
-476,-246,16842,59,22,39,245
-464,-246,16866,56,31,42,245
-436,-236,16820,58,14,32,245
-442,-202,16818,58,18,36,245
-452,-236,16828,60,22,39,245
-458,-248,16810,57,16,45,245
-460,-222,16826,51,25,45,245
-466,-232,16800,58,32,31,245
-458,-238,16822,52,26,42,245
-440,-238,16828,42,21,45,245
-454,-238,16802,56,23,29,245
-444,-208,16814,42,34,43,245
-458,-236,16826,58,13,40,245
-456,-212,16800,52,27,40,245
-456,-218,16834,46,32,41,245
-462,-238,16814,64,22,38,245
-484,-226,16794,64,19,35,245
-466,-230,16832,60,23,41,245
-450,-242,16820,65,32,39,245
-450,-234,16784,58,24,32,245
-450,-228,16826,64,21,36,245
-444,-236,16826,47,25,37,245
-474,-234,16820,56,24,39,245
-450,-228,16806,50,22,37,245
-454,-224,16820,61,28,43,245
-466,-252,16840,53,14,39,245
-440,-212,16812,60,28,34,245
-438,-256,16816,61,25,41,245
-494,-242,16802,49,20,35,245
-450,-236,16820,51,25,40,245
-450,-228,16810,62,25,44,245
-444,-244,16804,62,31,39,245
-436,-244,16814,56,29,30,245
-464,-216,16850,55,29,39,245
-462,-220,16800,54,25,40,245
-448,-248,16784,58,20,39,245
-456,-242,16822,59,39,42,245
-436,-240,16852,56,35,39,245
-482,-228,16816,50,26,36,245
-464,-222,16802,55,30,45,245
-444,-226,16810,59,28,42,245
-450,-240,16824,64,23,41,245
-472,-242,16808,59,15,36,245
-482,-240,16810,57,28,35,245
-446,-224,16816,59,29,43,245
-458,-258,16828,63,23,46,245
-436,-224,16810,63,25,43,245
-480,-230,16810,53,21,39,245
-462,-236,16846,57,23,42,245
-436,-244,16828,58,28,40,245
-470,-244,16810,57,34,36,245
-464,-224,16784,67,25,37,245
-462,-222,16840,57,25,32,245
-454,-222,16838,50,21,38,245
-458,-222,16800,57,25,37,245
-470,-228,16784,52,20,39,245
-444,-248,16816,51,31,40,245
-464,-244,16832,53,17,34,245
-434,-234,16826,64,26,33,245
-456,-246,16804,50,23,45,245
-468,-222,16802,61,18,36,245
-428,-216,16810,58,28,51,245
-464,-228,16812,60,36,35,245
-464,-234,16820,60,25,36,245
-456,-214,16814,50,25,35,245
-454,-220,16824,53,17,44,245
-458,-246,16816,57,18,39,245
-464,-224,16798,53,22,40,245
-458,-228,16832,59,25,36,245
-466,-248,16828,58,28,38,245
-434,-260,16820,57,28,39,245
-438,-214,16810,59,32,39,245
-436,-228,16818,50,31,39,245
-436,-198,16822,55,21,42,245
-444,-236,16804,55,20,31,245
-452,-222,16790,65,19,40,245
-458,-214,16820,62,20,39,245
-438,-210,16852,66,17,36,245
-482,-230,16780,63,25,44,245
-472,-216,16804,57,22,35,245
-444,-220,16798,60,28,42,245
-454,-238,16820,53,32,37,245
-452,-246,16812,53,21,35,245
-462,-230,16800,50,25,30,245
-464,-236,16824,50,24,39,245
-432,-230,16824,52,24,44,245
-464,-258,16798,55,32,41,245
-458,-256,16784,57,25,38,245
-446,-208,16814,63,27,37,245
-458,-228,16854,63,18,40,245
-484,-222,16818,60,23,36,245
-480,-232,16810,53,27,33,245
-450,-216,16814,62,21,43,245
-436,-232,16834,64,28,39,245
-472,-230,16798,63,22,42,245
-450,-214,16806,55,31,42,245
-464,-230,16828,53,21,42,245
-478,-206,16820,55,25,36,245
-456,-238,16818,50,32,35,245
-432,-216,16812,51,32,45,245
-454,-242,16838,64,35,35,245
-482,-246,16842,55,22,40,245

-462,-244,16814,64,25,32,245
-464,-218,16814,73,28,35,245
-450,-230,16816,63,35,32,245
-440,-224,16836,51,30,32,245
-468,-228,16800,57,19,33,245
-422,-224,16794,58,24,46,245
-448,-222,16814,58,25,36,245
-450,-224,16806,57,24,35,245
-434,-228,16806,50,33,48,245
-444,-238,16818,53,27,35,245
-480,-236,16826,55,24,35,245
-446,-266,16806,56,30,44,245
-468,-258,16834,55,26,44,245
-452,-232,16802,62,25,34,245
-480,-240,16820,65,26,31,245
-450,-230,16836,62,31,44,245
-450,-218,16814,53,32,48,245
-458,-210,16788,57,18,36,245
-486,-242,16810,48,24,38,245
-458,-244,16834,50,18,29,245
-444,-222,16796,60,27,47,245
-444,-246,16796,50,28,36,245
-476,-242,16842,49,25,45,245
-472,-240,16818,55,29,41,245
-458,-238,16798,48,28,45,245
-480,-222,16800,51,27,39,245
-472,-216,16818,53,26,43,245
-472,-236,16844,49,31,35,245
-490,-250,16800,58,25,46,245
-472,-254,16790,50,17,35,245
-456,-224,16828,50,17,37,245
-456,-230,16822,46,21,30,245
-462,-238,16794,49,21,28,245
-458,-230,16788,56,27,35,245
-444,-250,16826,60,26,38,245
-452,-228,16834,53,32,32,245
-466,-244,16786,61,30,48,245
-466,-242,16814,60,19,36,245
-452,-234,16830,47,13,33,245
-458,-242,16822,53,29,39,245
-460,-246,16820,55,24,31,245
-444,-238,16800,63,25,41,245
-452,-248,16800,57,18,37,245
-452,-240,16840,50,18,40,245
-462,-230,16800,60,18,32,245
-432,-208,16826,57,28,32,245
-438,-220,16804,63,20,31,245
-420,-266,16850,65,21,41,245
-462,-242,16802,67,18,38,245
-450,-222,16786,56,14,38,245
-458,-242,16816,56,27,48,245
-468,-248,16820,61,24,37,245
-472,-234,16804,58,27,35,245
-450,-212,16800,62,20,33,245
-458,-210,16838,53,10,44,245
-440,-240,16806,53,22,41,245
-474,-236,16806,53,18,36,245
-460,-240,16804,55,29,39,245
-464,-216,16828,64,31,36,245
-440,-218,16814,60,21,46,245
-432,-218,16776,53,26,39,245
-436,-204,16828,52,25,30,245
-446,-220,16820,52,26,40,245
-462,-210,16820,52,20,36,245
-458,-218,16804,52,35,23,245
-460,-236,16806,57,35,39,245
-454,-216,16804,55,22,45,245
-462,-228,16842,56,36,42,245
-456,-218,16812,56,26,35,245
-450,-244,16804,54,29,30,245
-460,-236,16820,62,21,40,245
-448,-234,16814,58,33,40,245
-442,-222,16770,60,18,33,245
-462,-242,16800,64,25,35,245
-462,-226,16814,57,24,49,245
-466,-244,16810,68,22,40,245
-456,-230,16792,57,30,44,245
-436,-238,16824,55,34,29,245
-462,-216,16814,59,29,43,245
-478,-238,16820,50,27,31,245
-480,-230,16804,64,26,42,245
-458,-202,16792,57,28,41,245
-474,-222,16832,54,34,43,245
-458,-222,16806,57,19,40,245
-448,-208,16784,60,26,40,245
-476,-220,16814,67,25,39,245
-474,-236,16800,60,24,34,245
-458,-244,16820,62,22,44,245
-448,-228,16806,56,23,31,245
-464,-248,16816,57,32,39,245
-450,-216,16796,59,26,36,245
-454,-236,16814,48,29,35,245
-458,-236,16790,50,25,35,245
-468,-220,16810,58,38,42,245
-474,-228,16804,57,31,47,245
-472,-222,16792,43,27,38,245
-438,-250,16822,46,17,30,245
-450,-248,16806,51,17,39,245
-454,-212,16812,52,22,39,245
-462,-222,16820,49,31,31,245
-466,-224,16804,57,29,33,245
-456,-208,16788,46,31,35,245
-458,-228,16790,52,32,40,245
-444,-210,16814,64,23,37,245
-466,-228,16806,54,30,39,245
-440,-236,16784,58,28,37,245
-462,-206,16806,58,25,39,245
-472,-226,16838,71,39,33,245
-472,-244,16802,59,26,32,245
-442,-226,16790,53,19,37,245
-466,-250,16800,65,19,37,245
-430,-212,16798,60,23,30,245
-466,-214,16806,60,24,57,245
-440,-232,16814,53,24,34,245
-452,-244,16836,63,18,44,245
-466,-252,16830,67,25,42,245
-440,-242,16818,57,25,40,245
-458,-256,16812,54,21,29,245
-458,-224,16808,58,24,46,245
-450,-230,16836,63,29,30,245
-470,-236,16794,45,25,41,245
-448,-228,16786,58,25,43,245
-450,-228,16816,46,25,35,245
-448,-238,16808,56,19,50,245
-452,-216,16814,57,23,39,245
-456,-236,16802,57,23,45,245
-460,-244,16806,59,30,37,245
-430,-222,16810,56,28,41,245
-438,-200,16786,52,22,34,245
-450,-260,16806,63,24,44,245
-444,-258,16816,52,40,37,245
-472,-236,16828,60,30,39,245
-440,-222,16804,58,28,31,245
-452,-236,16800,53,15,31,245
-440,-220,16810,52,20,34,245
-444,-248,16824,51,25,40,245
-458,-232,16792,57,28,39,245
-456,-208,16804,63,35,39,245
-448,-250,16820,53,32,41,245
-464,-236,16830,60,17,35,245
-458,-228,16778,67,24,38,245
-450,-232,16798,53,19,39,245
-454,-228,16794,59,16,46,245
-458,-202,16806,55,20,39,245
-468,-208,16816,64,35,37,245
-452,-240,16786,66,19,35,245
-450,-226,16786,52,24,32,245
-466,-236,16814,57,21,35,245
-458,-210,16818,62,32,46,245
-460,-236,16820,56,23,38,245
-462,-256,16808,49,30,37,245
-422,-222,16808,50,26,33,245
-464,-230,16822,53,23,32,245
-458,-216,16796,55,25,39,245
-470,-244,16798,56,27,56,245
-460,-218,16834,51,28,38,245
-466,-246,16816,57,28,38,245
-458,-242,16790,57,21,27,245
-478,-198,16798,57,14,35,245
-458,-226,16792,57,19,44,245
-442,-236,16776,51,25,39,245
-452,-248,16772,56,30,39,245
-490,-236,16812,50,23,41,245
-446,-226,16830,54,25,34,245
-466,-230,16822,60,21,33,245
-458,-226,16800,44,25,40,245
-446,-222,16808,43,19,35,245
-462,-216,16818,60,21,38,245
-464,-222,16826,59,23,43,245
-482,-228,16792,60,25,35,245
-466,-216,16824,57,22,41,245
-450,-216,16832,64,14,42,245
-464,-208,16800,56,23,39,245
-480,-244,16804,64,23,37,245
-458,-220,16808,65,27,36,245
-458,-206,16798,56,21,37,245
-458,-244,16800,64,21,32,245
-444,-190,16814,57,19,33,245
-458,-222,16834,55,22,39,245
-480,-254,16842,57,28,32,245
-456,-234,16826,57,29,39,245
-460,-234,16792,55,26,41,245
-440,-240,16796,52,24,46,245
-470,-230,16820,53,23,40,245
-460,-236,16780,56,21,40,245
-470,-250,16798,53,26,35,245
-482,-230,16842,60,29,46,245
-448,-242,16806,51,21,35,245
-478,-260,16806,54,15,34,245
-460,-224,16786,48,29,41,245
-450,-226,16820,60,32,33,245
-460,-230,16816,58,35,42,245
-452,-244,16792,46,31,46,245
-450,-222,16792,55,28,39,245
-466,-208,16804,57,23,31,245
-460,-244,16830,57,21,29,245
-456,-236,16814,51,29,45,245
-444,-242,16818,57,31,41,245
-464,-236,16784,63,30,33,245
-460,-210,16808,59,23,46,245
-474,-236,16778,60,28,27,245
-462,-232,16812,64,21,33,245
-456,-222,16820,53,28,36,245
-440,-222,16808,53,17,41,245
-450,-242,16828,50,29,37,245
-456,-238,16804,50,25,38,245
-456,-246,16810,47,29,43,245
-442,-230,16810,51,28,28,245
-446,-254,16820,58,24,42,245
-450,-260,16810,55,32,37,245
-458,-224,16814,61,19,39,245
-450,-232,16800,53,24,44,245
-450,-236,16808,57,22,38,245
-464,-244,16806,65,24,39,245
-458,-216,16810,53,19,36,245
-446,-248,16832,50,28,48,245
-448,-240,16808,57,23,33,245
-472,-236,16806,45,28,39,245
-458,-228,16832,57,31,35,245
-442,-208,16820,47,21,36,245
-458,-258,16834,51,17,36,245
-454,-222,16810,53,22,35,245
-482,-254,16780,54,28,43,245
-446,-242,16808,50,17,46,245
-452,-244,16820,54,32,35,245
-474,-226,16812,55,21,31,245
-458,-248,16794,60,28,40,245
-458,-236,16820,61,19,35,245
-468,-222,16832,60,19,39,245
-452,-244,16790,62,23,39,245
-442,-236,16826,54,20,30,245
-444,-216,16816,55,24,35,245
-442,-222,16806,54,10,42,245
-454,-222,16786,67,30,41,245
-466,-244,16802,67,29,39,245
-478,-232,16806,58,27,39,245
-464,-230,16806,54,25,36,245
-476,-252,16794,53,23,45,245
-456,-230,16800,71,27,32,245
-462,-240,16820,58,28,42,245
-458,-236,16820,66,26,50,245
-466,-222,16770,57,28,35,245
-436,-250,16816,61,33,39,245
-472,-246,16814,55,17,36,245
-458,-244,16812,57,27,41,245
-458,-248,16792,54,21,35,245
-428,-222,16802,63,17,35,245
-426,-222,16808,60,35,47,245

-444,-244,16806,51,28,38,245
-446,-246,16798,52,32,50,245
-480,-244,16842,54,26,29,245
-450,-240,16814,42,26,36,245
-472,-244,16792,50,21,40,245
-460,-254,16782,59,28,34,245
-466,-230,16806,53,21,30,245
-458,-244,16806,57,26,36,245
-444,-254,16802,59,17,30,245
-450,-230,16786,55,26,39,245
-446,-220,16778,53,31,37,245
-438,-194,16818,57,23,36,245
-446,-244,16806,47,24,31,245
-468,-218,16818,49,28,41,245
-452,-238,16802,63,25,41,245
-472,-218,16824,59,28,50,245
-478,-242,16828,65,24,39,245
-468,-248,16814,68,25,39,245
-446,-252,16800,63,27,39,245
-462,-230,16828,72,22,39,245
-458,-222,16796,67,23,40,245
-458,-208,16792,56,29,44,245
-464,-226,16848,64,24,37,245
-472,-212,16824,53,23,39,245
-450,-236,16788,47,25,35,245
-448,-258,16780,46,27,35,245
-462,-248,16806,51,30,38,245
-444,-238,16814,55,21,35,245
-458,-220,16802,51,30,35,245
-464,-234,16778,58,28,39,245
-466,-242,16800,57,25,32,245
-450,-200,16828,53,22,35,245
-466,-238,16814,53,22,28,245
-480,-236,16796,46,17,35,245
-460,-220,16796,49,28,37,245
-472,-218,16792,60,28,35,245
-466,-220,16772,60,32,43,245
-468,-234,16796,54,25,31,245
-468,-236,16800,51,18,32,245
-454,-216,16784,53,26,21,245
-472,-230,16802,50,20,39,245
-466,-228,16778,58,22,41,245
-450,-246,16800,57,36,39,245
-478,-230,16814,54,24,37,245
-452,-210,16806,51,32,44,245
-488,-220,16788,57,21,45,245
-452,-242,16796,57,30,38,245
-484,-240,16818,55,21,41,245
-436,-232,16808,62,28,50,245
-440,-254,16780,59,23,39,245
-470,-262,16790,55,31,39,245
-464,-212,16820,50,20,46,245
-472,-222,16808,53,19,31,245
-440,-254,16798,55,32,50,245
-466,-210,16788,53,28,41,245
-446,-244,16806,55,31,42,245
-450,-230,16824,53,28,31,245
-458,-236,16814,64,28,36,245
-454,-238,16800,60,25,28,245
-456,-244,16806,59,28,38,245
-430,-262,16820,60,22,36,245
-466,-208,16802,52,34,26,245
-442,-216,16808,56,23,38,245
-470,-244,16824,57,16,32,245
-450,-216,16804,46,19,42,245
-452,-228,16778,51,20,37,245
-452,-238,16806,51,21,35,245
-476,-244,16826,47,21,38,245
-466,-232,16802,46,28,38,245
-440,-258,16794,54,32,43,245
-472,-258,16828,45,19,35,245
-446,-230,16834,60,20,29,245
-458,-228,16814,56,27,38,245
-466,-236,16778,60,24,45,245
-448,-246,16842,58,19,44,245
-452,-246,16824,55,18,32,245
-464,-258,16784,57,30,39,245
-478,-208,16774,64,18,33,245
-460,-230,16826,55,17,39,245
-480,-228,16808,61,32,45,245
-468,-232,16778,66,34,34,245
-458,-214,16812,59,19,39,245
-450,-248,16800,49,19,36,245
-454,-242,16840,50,23,36,245
-448,-250,16824,50,21,36,245
-458,-264,16788,55,33,42,245
-436,-228,16800,62,18,36,245
-472,-222,16828,59,25,45,245
-476,-230,16816,53,28,42,245
-478,-232,16780,57,21,39,245
-452,-230,16800,54,23,32,245
-446,-232,16814,52,28,43,245
-464,-236,16810,53,29,42,245
-458,-264,16776,56,22,40,245
-456,-236,16796,49,23,44,245
-444,-230,16806,50,25,37,245
-460,-212,16798,56,23,43,245
-474,-230,16784,46,27,29,245
-464,-216,16816,58,27,46,245
-458,-222,16806,51,29,39,245
-462,-242,16838,61,32,36,245
-428,-236,16800,57,24,34,245
-454,-236,16808,52,18,42,245
-480,-236,16824,61,26,37,245
-458,-230,16788,57,22,33,245
-460,-222,16790,60,31,39,245
-448,-220,16792,63,35,28,245
-460,-254,16832,53,21,45,245
-470,-250,16818,56,20,44,245
-482,-214,16800,53,21,42,245
-476,-236,16806,57,16,43,245
-462,-250,16802,50,21,35,245
-478,-234,16810,56,30,39,245
-466,-228,16796,54,19,40,245
-450,-230,16808,53,21,39,245
-444,-228,16824,49,29,37,245
-476,-232,16800,55,28,34,245
-452,-252,16798,64,23,32,245
-460,-240,16794,52,25,38,245
-466,-238,16828,51,28,46,245
-450,-250,16806,64,26,39,245
-478,-236,16800,53,25,39,245
-470,-240,16828,50,23,42,245
-456,-230,16818,53,28,39,245
-472,-230,16780,54,25,34,245
-436,-252,16774,50,28,37,245
-474,-252,16792,50,20,27,245
-462,-252,16820,51,21,39,245
-444,-230,16812,58,28,40,245
-462,-250,16790,54,26,34,245
-472,-236,16820,53,22,38,245
-460,-242,16822,53,17,38,245
-452,-224,16782,59,15,45,245
-456,-244,16800,47,23,42,245
-440,-230,16810,50,28,41,245
-444,-226,16814,58,31,46,245
-462,-224,16782,57,25,42,245
-472,-240,16778,54,26,44,245
-478,-236,16802,55,12,41,245
-446,-230,16824,54,22,35,245
-462,-222,16820,58,28,32,245
-458,-216,16792,64,28,38,245
-446,-232,16812,53,36,43,245
-476,-270,16820,60,26,42,245
-466,-236,16798,54,21,42,245
-494,-208,16800,61,19,25,245
-452,-238,16796,61,25,33,245
-472,-248,16800,57,20,37,245
-464,-242,16788,68,31,35,245
-464,-216,16820,58,32,34,245
-454,-254,16792,51,25,36,245
-456,-196,16806,39,25,38,245
-458,-256,16814,42,27,34,245
-470,-226,16792,57,26,47,245
-464,-260,16816,46,29,39,245
-458,-234,16822,44,30,39,245
-432,-260,16790,57,22,41,245
-418,-230,16802,57,23,35,245
-462,-236,16798,60,25,47,245
-466,-224,16814,62,32,33,245
-452,-244,16812,54,29,24,245
-464,-244,16806,54,33,35,245
-462,-212,16808,53,29,33,245
-448,-228,16826,60,18,41,245
-470,-236,16806,56,26,50,245
-434,-244,16806,54,25,40,245
-454,-268,16812,55,35,47,245
-458,-232,16812,55,13,34,245
-450,-230,16824,55,25,32,245
-468,-226,16784,47,22,30,245
-472,-230,16782,53,31,43,245
-460,-242,16820,52,25,32,245
-472,-236,16796,55,25,38,245
-458,-250,16802,62,18,38,245
-478,-230,16814,57,15,36,245
-446,-244,16810,58,16,40,245
-462,-224,16790,64,25,35,245
-446,-232,16782,57,22,38,245
-480,-230,16824,63,28,39,245
-456,-208,16818,67,31,38,245
-456,-236,16826,65,23,32,245
-472,-230,16792,50,17,31,245
-458,-236,16792,53,25,35,245
-466,-248,16808,53,32,50,245
-460,-254,16816,54,25,41,245
-456,-202,16792,50,26,42,245
-480,-244,16814,57,23,36,245
-460,-242,16790,57,25,46,245
-468,-240,16814,57,26,41,245
-450,-252,16788,53,29,34,245
-496,-246,16828,55,23,32,245
-490,-244,16812,52,28,50,245
-458,-258,16814,47,26,33,245
-480,-226,16804,60,23,31,245
-450,-210,16822,57,32,38,245
-454,-250,16850,46,31,38,245
-460,-220,16826,53,25,28,245
-458,-264,16772,51,28,39,245
-450,-264,16824,53,28,41,245
-472,-238,16810,53,21,38,245
-464,-264,16816,56,29,39,245
-450,-220,16786,52,28,30,245
-452,-236,16796,60,28,42,245
-466,-244,16806,65,12,44,245
-460,-244,16818,64,21,36,245
-456,-256,16782,57,25,33,245
-452,-220,16812,58,24,40,245
-460,-214,16818,53,21,38,245
-476,-264,16810,59,31,39,245
-446,-242,16796,55,23,39,245
-444,-248,16802,51,28,35,245
-466,-252,16814,57,20,42,245
-456,-250,16796,47,33,33,245
-468,-244,16782,64,28,43,245
-464,-266,16800,48,22,39,245
-452,-242,16814,64,33,38,245
-472,-246,16814,63,21,47,245
-450,-230,16782,64,32,32,245
-458,-218,16802,57,28,32,245
-470,-214,16818,59,28,42,245
-466,-236,16808,60,24,27,245
-482,-216,16786,65,33,42,245
-456,-236,16828,51,25,48,245
-464,-238,16806,56,21,39,245
-462,-236,16824,64,27,42,245
-446,-266,16796,56,32,36,245
-466,-250,16832,54,25,32,245
-472,-240,16826,58,32,41,245
-472,-238,16816,50,27,35,245
-458,-232,16792,61,22,25,245
-472,-204,16802,42,29,38,245
-466,-230,16812,53,30,35,245
-436,-266,16810,57,30,36,245
-476,-230,16784,57,30,46,245
-486,-256,16804,49,33,32,245
-450,-258,16848,52,22,45,245
-448,-262,16814,58,17,42,245
-438,-236,16796,51,28,34,245
-458,-248,16816,53,28,36,245
-452,-230,16804,51,28,39,245
-454,-224,16818,60,30,40,245
-460,-234,16798,50,26,33,245
-468,-244,16798,46,22,33,245
-458,-234,16800,53,22,36,245
-430,-228,16784,53,21,37,245
-444,-250,16798,56,27,40,245
-450,-244,16818,57,27,42,245
-486,-236,16804,57,28,35,245

-472,-224,16806,50,21,35,245
-478,-236,16792,57,25,36,245
-456,-254,16796,56,28,32,245
-448,-286,16816,63,21,30,245
